user_id,proficiency,language
21374,native_or_bilingual,Turkish
21376,native_or_bilingual,Turkish
21376,professional_working,English
21376,limited_working,German
21377,,English
21377,native_or_bilingual,Turkish
21379,native_or_bilingual,Turkish
21379,full_professional,English
21380,professional_working,English
21380,native_or_bilingual,Turkish
21383,full_professional,English
21383,limited_working,German
21384,professional_working,English
21384,native_or_bilingual,Turkish
21385,professional_working,English
21388,native_or_bilingual,Turkish
21388,professional_working,English
21390,,English
21391,professional_working,English
21391,elementary,German
21391,native_or_bilingual,Turkish
21392,native_or_bilingual,Turkish
21392,limited_working,English
21392,elementary,Spanish
21394,native_or_bilingual,Turkish
21394,professional_working,English
21395,professional_working,English
21395,native_or_bilingual,Turkish
21396,native_or_bilingual,Turkish
21396,,English
21398,,English
21399,professional_working,English
21400,limited_working,English
21402,limited_working,English
21402,limited_working,Spanish
21403,professional_working,English
21404,professional_working,English
21404,elementary,Spanish
21408,native_or_bilingual,Turkish
21408,professional_working,English
21409,professional_working,English
21410,professional_working,English
21410,native_or_bilingual,Turkish
21416,full_professional,English
21416,elementary,Spanish
21416,native_or_bilingual,Turkish
21418,,Turkish
21418,,English
21420,native_or_bilingual,English
21422,full_professional,English
21422,limited_working,German
21423,limited_working,English
21427,native_or_bilingual,Turkish
21427,professional_working,English
21428,professional_working,English
21430,professional_working,English
21432,native_or_bilingual,Turkish
21432,professional_working,English
21437,native_or_bilingual,Turkish
21437,full_professional,English
21438,,English
21439,professional_working,English
21439,limited_working,German
21439,native_or_bilingual,Turkish
21444,professional_working,English
21449,professional_working,English
21452,native_or_bilingual,Turkish
21452,full_professional,English
21452,elementary,German
21453,native_or_bilingual,Turkish
21453,professional_working,English
21454,professional_working,English
21455,limited_working,English
21456,professional_working,English
21458,,English
21458,,Turkish
21459,,English
21459,,Turkish
21460,full_professional,English
21460,elementary,German
21461,,English
21462,native_or_bilingual,Turkish
21462,limited_working,English
21465,professional_working,English
21465,elementary,French
21465,elementary,German
21466,professional_working,English
21466,elementary,German
21468,full_professional,English
21468,native_or_bilingual,Turkish
21469,native_or_bilingual,Turkish
21469,professional_working,English
21469,elementary,Russian
21470,,English
21471,native_or_bilingual,Turkish
21471,professional_working,English
21472,professional_working,English
21472,elementary,German
21474,native_or_bilingual,Turkish
21474,professional_working,English
21475,professional_working,English
21475,elementary,German
21478,native_or_bilingual,Turkish
21478,professional_working,English
21479,,Turkish
21479,,English
21480,professional_working,English
21481,,Turkish
21481,,English
21484,native_or_bilingual,Turkish
21484,professional_working,English
21485,professional_working,English
21485,elementary,Japanese
21485,native_or_bilingual,Turkish
21488,native_or_bilingual,Turkish
21488,full_professional,English
21489,limited_working,English
21489,native_or_bilingual,Turkish
21490,limited_working,English
21491,,Other
21493,professional_working,English
21493,native_or_bilingual,Turkish
21498,native_or_bilingual,Turkish
21498,professional_working,English
21498,elementary,German
21501,professional_working,English
21502,native_or_bilingual,Turkish
21502,professional_working,English
21502,elementary,Italian
21505,,Turkish
21505,,English
21505,,Spanish
21507,elementary,English
21507,elementary,German
21508,,English
21509,native_or_bilingual,Turkish
21509,full_professional,English
21510,,Turkish
21510,,English
21511,limited_working,English
21512,,Turkish
21513,native_or_bilingual,Turkish
21513,professional_working,English
21518,,Russian
21518,,Azerbaijani
21518,,English
21519,native_or_bilingual,Turkish
21519,professional_working,English
21520,full_professional,English
21523,full_professional,English
21523,elementary,Arabic
21524,native_or_bilingual,Arabic
21524,professional_working,English
21524,professional_working,Turkish
21525,native_or_bilingual,Turkish
21525,professional_working,English
21525,limited_working,Italian
21542,professional_working,English
21543,,English
21546,,Turkish
21546,,English
21547,native_or_bilingual,Turkish
21547,native_or_bilingual,English
21547,elementary,German
21548,,English
21548,,German
21550,professional_working,English
21550,limited_working,German
21552,,Turkish
21552,,English
21554,professional_working,English
21555,professional_working,English
21555,native_or_bilingual,Turkish
21556,native_or_bilingual,Turkish
21556,professional_working,English
21558,professional_working,English
21558,native_or_bilingual,Turkish
21558,elementary,French
21559,native_or_bilingual,English
21559,elementary,German
21560,native_or_bilingual,Turkish
21560,professional_working,English
21561,native_or_bilingual,English
21561,elementary,German
21562,native_or_bilingual,Turkish
21562,professional_working,English
21564,native_or_bilingual,Turkish
21564,professional_working,English
21564,elementary,German
21565,full_professional,English
21565,elementary,French
21567,,English
21570,professional_working,English
21572,professional_working,English
21573,,English
21574,native_or_bilingual,English
21575,native_or_bilingual,Turkish
21575,professional_working,English
21575,elementary,German
21576,professional_working,English
21576,elementary,German
21577,,English
21578,native_or_bilingual,Turkish
21578,professional_working,English
21582,native_or_bilingual,Turkish
21582,professional_working,English
21583,professional_working,English
21583,elementary,German
21584,limited_working,English
21585,native_or_bilingual,English
21586,native_or_bilingual,Turkish
21586,professional_working,English
21586,elementary,Spanish
21587,native_or_bilingual,Turkish
21587,limited_working,English
21588,native_or_bilingual,Turkish
21588,full_professional,English
21590,,English
21594,native_or_bilingual,Turkish
21594,full_professional,English
21595,,Turkish
21595,,English
21597,,Turkish
21597,professional_working,English
21598,native_or_bilingual,Turkish
21598,professional_working,English
21598,limited_working,Other
21599,professional_working,English
21599,elementary,German
21600,,English
21604,professional_working,English
21604,elementary,German
21605,native_or_bilingual,Turkish
21605,full_professional,French
21605,professional_working,English
21607,,English
21608,elementary,German
21608,professional_working,English
21608,native_or_bilingual,Turkish
21609,,English
21610,,English
21612,professional_working,English
21613,native_or_bilingual,Turkish
21613,limited_working,English
21615,native_or_bilingual,Turkish
21615,full_professional,German
21615,professional_working,English
21616,native_or_bilingual,Turkish
21616,professional_working,English
21616,professional_working,Other
21616,professional_working,Other
21616,professional_working,Other
21618,native_or_bilingual,Turkish
21618,full_professional,English
21620,,English
21620,,German
21620,,Arabic
21622,native_or_bilingual,Turkish
21622,professional_working,English
21623,,Turkish
21623,,English
21624,native_or_bilingual,Turkish
21624,professional_working,English
21626,native_or_bilingual,Turkish
21626,professional_working,English
21627,full_professional,English
21629,full_professional,English
21629,elementary,German
21635,professional_working,English
21635,elementary,German
21637,full_professional,English
21638,professional_working,English
21641,,German
21641,,English
21642,native_or_bilingual,Turkish
21642,professional_working,English
21642,elementary,Japanese
21644,professional_working,English
21644,native_or_bilingual,Turkish
21645,,English
21646,,Turkish
21646,,English
21648,professional_working,English
21653,,Turkish
21653,,English
21654,professional_working,English
21654,elementary,German
21655,professional_working,English
21655,native_or_bilingual,Turkish
21656,full_professional,English
21656,elementary,Arabic
21657,native_or_bilingual,Turkish
21657,full_professional,German
21657,professional_working,English
21661,full_professional,English
21663,professional_working,English
21664,native_or_bilingual,Turkish
21664,limited_working,English
21664,elementary,Spanish
21674,native_or_bilingual,Turkish
21674,native_or_bilingual,English
21674,elementary,German
21675,,English
21675,,German
21676,,Turkish
21676,,English
21677,native_or_bilingual,Arabic
21677,professional_working,English
21677,professional_working,Turkish
21678,professional_working,English
21678,limited_working,German
21679,,Turkish
21679,,English
21681,professional_working,English
21681,native_or_bilingual,Turkish
21682,professional_working,English
21684,professional_working,English
21686,native_or_bilingual,Turkish
21686,full_professional,English
21688,,English
21689,limited_working,English
21689,native_or_bilingual,Turkish
21691,full_professional,English
21691,full_professional,German
21691,native_or_bilingual,Turkish
21694,,English
21696,professional_working,Russian
21696,native_or_bilingual,Turkish
21696,full_professional,English
21697,professional_working,English
21697,native_or_bilingual,Turkish
21701,limited_working,English
21701,native_or_bilingual,Arabic
21705,,Turkish
21705,,English
21706,,English
21709,,English
21709,,Turkish
21711,,English
21711,,German
21714,,English
21715,professional_working,English
21719,professional_working,English
21719,limited_working,German
21720,full_professional,English
21720,native_or_bilingual,Turkish
21721,professional_working,English
21721,native_or_bilingual,Turkish
21721,elementary,French
21722,native_or_bilingual,Turkish
21722,professional_working,English
21723,full_professional,English
21723,elementary,Russian
21723,limited_working,German
21724,full_professional,English
21724,limited_working,German
21724,native_or_bilingual,Turkish
21727,limited_working,English
21727,native_or_bilingual,Turkish
21728,professional_working,English
21728,native_or_bilingual,Turkish
21728,limited_working,German
21728,native_or_bilingual,Azerbaijani
21731,native_or_bilingual,Turkish
21731,professional_working,English
21733,native_or_bilingual,Turkish
21733,limited_working,English
21735,professional_working,English
21735,native_or_bilingual,Turkish
21735,elementary,German
21736,full_professional,English
21736,native_or_bilingual,Turkish
21737,native_or_bilingual,Turkish
21737,professional_working,English
21740,professional_working,English
21740,elementary,German
21742,limited_working,English
21745,,English
21745,professional_working,English
21745,native_or_bilingual,Turkish
21747,native_or_bilingual,Turkish
21747,professional_working,English
21748,native_or_bilingual,Turkish
21748,professional_working,English
21749,native_or_bilingual,Turkish
21749,full_professional,English
21749,limited_working,Spanish
21749,elementary,Arabic
21750,professional_working,English
21753,professional_working,English
21754,professional_working,English
21754,native_or_bilingual,Turkish
21755,limited_working,English
21755,limited_working,Spanish
21756,limited_working,English
21756,elementary,Arabic
21757,,Turkish
21757,,English
21758,native_or_bilingual,Turkish
21758,professional_working,English
21759,professional_working,English
21759,native_or_bilingual,Turkish
21764,professional_working,English
21767,native_or_bilingual,Turkish
21767,professional_working,English
21767,elementary,Arabic
21768,,Italian
21768,,English
21768,native_or_bilingual,Turkish
21769,native_or_bilingual,Turkish
21769,professional_working,English
21769,elementary,Spanish
21770,native_or_bilingual,Turkish
21770,full_professional,English
21772,native_or_bilingual,Turkish
21772,professional_working,English
21772,professional_working,Korean
21772,elementary,Japanese
21773,native_or_bilingual,Turkish
21773,professional_working,English
21773,elementary,Spanish
21775,professional_working,English
21777,limited_working,English
21778,native_or_bilingual,Turkish
21778,professional_working,English
21779,native_or_bilingual,Turkish
21779,limited_working,English
21782,professional_working,English
21782,native_or_bilingual,Turkish
21784,professional_working,English
21784,native_or_bilingual,Arabic
21784,professional_working,Turkish
21785,,Turkish
21785,professional_working,English
21786,native_or_bilingual,Turkish
21786,professional_working,English
21787,full_professional,English
21787,professional_working,French
21787,native_or_bilingual,Turkish
21788,native_or_bilingual,Turkish
21788,full_professional,English
21788,limited_working,Japanese
21789,professional_working,English
21789,native_or_bilingual,Turkish
21791,native_or_bilingual,English
21791,elementary,French
21791,elementary,German
21792,professional_working,English
21792,native_or_bilingual,Turkish
21793,elementary,German
21793,native_or_bilingual,Turkish
21793,professional_working,English
21794,native_or_bilingual,Turkish
21794,professional_working,English
21795,,Turkish
21795,,English
21796,,English
21797,professional_working,English
21799,limited_working,English
21800,full_professional,English
21800,native_or_bilingual,Arabic
21800,professional_working,Turkish
21800,limited_working,German
21802,native_or_bilingual,Turkish
21802,full_professional,English
21802,elementary,Other
21803,,German
21806,,English
21807,professional_working,English
21809,professional_working,English
21809,native_or_bilingual,Turkish
21811,,English
21811,,German
21812,native_or_bilingual,Turkish
21812,professional_working,English
21813,,English
21814,native_or_bilingual,Turkish
21814,professional_working,English
21815,native_or_bilingual,Turkish
21815,professional_working,English
21816,professional_working,English
21818,limited_working,English
21819,professional_working,English
21819,native_or_bilingual,Turkish
21819,elementary,German
21823,native_or_bilingual,Turkish
21823,professional_working,English
21823,elementary,German
21824,native_or_bilingual,Turkish
21824,professional_working,English
21825,native_or_bilingual,Turkish
21825,native_or_bilingual,English
21828,native_or_bilingual,Turkish
21828,professional_working,English
21829,professional_working,English
21832,professional_working,Other
21833,native_or_bilingual,Turkish
21833,professional_working,English
21836,professional_working,English
21836,,German
21838,native_or_bilingual,Turkish
21838,professional_working,English
21839,native_or_bilingual,Turkish
21839,limited_working,English
21842,native_or_bilingual,Turkish
21842,professional_working,English
21843,professional_working,English
21847,professional_working,English
21848,native_or_bilingual,Turkish
21848,full_professional,English
21850,native_or_bilingual,Turkish
21850,full_professional,English
21850,elementary,French
21851,full_professional,English
21851,professional_working,German
21851,native_or_bilingual,Turkish
21853,native_or_bilingual,Turkish
21853,professional_working,English
21854,native_or_bilingual,Turkish
21854,professional_working,English
21857,,English
21859,professional_working,English
21861,native_or_bilingual,Turkish
21861,professional_working,English
21862,native_or_bilingual,Turkish
21862,professional_working,English
21863,professional_working,English
21865,limited_working,English
21865,elementary,German
21868,,English
21869,native_or_bilingual,Turkish
21869,professional_working,English
21870,full_professional,English
21870,native_or_bilingual,Turkish
21870,limited_working,German
21871,professional_working,English
21871,elementary,German
21871,native_or_bilingual,Turkish
21872,full_professional,English
21872,native_or_bilingual,Turkish
21875,professional_working,English
21875,limited_working,German
21875,native_or_bilingual,Turkish
21877,native_or_bilingual,Turkish
21877,limited_working,English
21879,limited_working,English
21880,professional_working,English
21882,elementary,English
21883,,English
21885,professional_working,English
21885,limited_working,Russian
21885,native_or_bilingual,Azerbaijani
21888,,English
21890,native_or_bilingual,Turkish
21890,full_professional,English
21894,professional_working,English
21895,professional_working,English
21895,native_or_bilingual,Turkish
21896,native_or_bilingual,Turkish
21896,professional_working,English
21898,professional_working,English
21900,native_or_bilingual,English
21900,limited_working,Russian
21905,limited_working,Russian
21905,professional_working,English
21905,native_or_bilingual,Turkish
21906,native_or_bilingual,English
21908,native_or_bilingual,Turkish
21908,limited_working,English
21910,professional_working,English
21910,limited_working,German
21910,native_or_bilingual,Turkish
21911,native_or_bilingual,Turkish
21911,professional_working,English
21915,professional_working,English
21916,native_or_bilingual,Turkish
21916,limited_working,English
21917,native_or_bilingual,Arabic
21917,professional_working,English
21917,professional_working,Turkish
21919,native_or_bilingual,Turkish
21919,professional_working,English
21919,elementary,German
21922,full_professional,English
21923,native_or_bilingual,Turkish
21923,limited_working,English
21925,professional_working,English
21925,native_or_bilingual,Turkish
21926,,Turkish
21926,,English
21927,,English
21927,,Turkish
21929,,English
21930,professional_working,English
21930,native_or_bilingual,Turkish
21933,professional_working,English
21937,,Turkish
21937,,English
21938,full_professional,German
21938,native_or_bilingual,English
21938,native_or_bilingual,Turkish
21938,professional_working,Dutch
21940,,Turkish
21940,,English
21941,native_or_bilingual,Turkish
21941,professional_working,English
21942,,English
21943,,English
21944,professional_working,English
21944,native_or_bilingual,Turkish
21946,native_or_bilingual,Turkish
21946,professional_working,English
21952,,English
21953,professional_working,English
21953,limited_working,Spanish
21958,,English
21959,professional_working,English
21959,native_or_bilingual,Turkish
21960,native_or_bilingual,Turkish
21960,professional_working,English
21962,native_or_bilingual,Turkish
21962,professional_working,English
21962,elementary,French
21967,native_or_bilingual,Turkish
21967,professional_working,English
21969,professional_working,English
21970,professional_working,English
21971,full_professional,English
21971,professional_working,Russian
21971,elementary,German
21971,native_or_bilingual,Turkish
21972,native_or_bilingual,Turkish
21972,native_or_bilingual,English
21972,limited_working,Other
21972,elementary,Spanish
21974,professional_working,English
21975,full_professional,English
21975,elementary,German
21975,native_or_bilingual,Turkish
21976,,English
21976,elementary,German
21978,native_or_bilingual,Turkish
21978,professional_working,English
21979,professional_working,English
21985,,Turkish
21985,,English
21986,,English
21986,,Turkish
21987,professional_working,Other
21987,limited_working,Other
21987,elementary,Other
21987,professional_working,Other
21987,professional_working,Other
21988,,Turkish
21988,,English
21989,limited_working,English
21990,,Turkish
21990,,English
21995,native_or_bilingual,Turkish
21995,professional_working,English
21995,elementary,Italian
21996,native_or_bilingual,Turkish
21996,professional_working,English
21998,native_or_bilingual,Turkish
21998,professional_working,English
21998,elementary,German
21998,elementary,Lehçe
21999,,English
22000,,English
22000,,Turkish
22001,full_professional,English
22001,elementary,German
22001,elementary,Italian
22002,native_or_bilingual,Turkish
22002,professional_working,English
22002,limited_working,Spanish
22003,professional_working,English
22003,elementary,German
22004,,English
22005,native_or_bilingual,Turkish
22005,professional_working,English
22006,professional_working,English
22006,native_or_bilingual,Turkish
22012,native_or_bilingual,Turkish
22012,limited_working,English
22014,native_or_bilingual,Turkish
22014,professional_working,English
22020,professional_working,English
22021,limited_working,English
22021,native_or_bilingual,Turkish
22022,,German
22023,professional_working,English
22025,native_or_bilingual,Turkish
22025,professional_working,English
22026,native_or_bilingual,English
22029,native_or_bilingual,Turkish
22029,professional_working,English
22030,full_professional,English
22030,native_or_bilingual,Turkish
22036,professional_working,English
22038,,Turkish
22038,,English
22039,professional_working,English
22039,native_or_bilingual,Turkish
22040,limited_working,English
22041,,Turkish
22041,,English
22042,native_or_bilingual,Turkish
22042,professional_working,English
22046,native_or_bilingual,Turkish
22046,full_professional,English
22047,professional_working,English
22047,elementary,German
22048,,Turkish
22048,,English
22050,limited_working,English
22052,,Turkish
22052,,English
22053,professional_working,English
22055,,English
22056,professional_working,English
22056,limited_working,German
22057,professional_working,English
22057,elementary,German
22057,elementary,French
22057,native_or_bilingual,Kürtçe
22057,elementary,Spanish
22068,,English
22069,native_or_bilingual,Turkish
22069,professional_working,English
22071,native_or_bilingual,Turkish
22071,professional_working,English
22071,limited_working,German
22075,limited_working,English
22076,professional_working,English
22076,elementary,German
22076,native_or_bilingual,Turkish
22077,,English
22079,native_or_bilingual,Turkish
22079,limited_working,English
22080,professional_working,English
22080,elementary,Italian
22082,elementary,Spanish
22082,elementary,German
22082,full_professional,English
22082,native_or_bilingual,Turkish
22084,professional_working,English
22084,elementary,French
22087,native_or_bilingual,Other
22087,limited_working,English
22087,native_or_bilingual,Russian
22087,professional_working,Turkish
22094,native_or_bilingual,Turkish
22094,limited_working,English
22094,elementary,German
22095,,English
22096,,Turkish
22096,,English
22098,professional_working,English
22104,native_or_bilingual,Turkish
22104,professional_working,English
22104,elementary,German
22107,native_or_bilingual,Turkish
22107,professional_working,English
22112,native_or_bilingual,Turkish
22112,limited_working,English
22113,professional_working,English
22113,native_or_bilingual,Turkish
22113,limited_working,German
22114,professional_working,English
22114,native_or_bilingual,Turkish
22115,native_or_bilingual,Turkish
22115,professional_working,English
22115,limited_working,German
22116,native_or_bilingual,Turkish
22116,professional_working,English
22117,professional_working,English
22119,native_or_bilingual,Turkish
22119,professional_working,English
22123,,Turkish
22123,,English
22127,,Turkish
22127,,English
22132,,English
22132,native_or_bilingual,Turkish
22133,native_or_bilingual,Turkish
22133,professional_working,English
22133,full_professional,Spanish
22133,elementary,Other
22133,elementary,German
22137,,Russian
22137,,Azerbaijani
22137,,English
22139,native_or_bilingual,Turkish
22139,professional_working,English
22140,native_or_bilingual,Turkish
22140,professional_working,English
22140,elementary,French
22144,full_professional,English
22144,elementary,Russian
22144,limited_working,German
22146,professional_working,English
22146,native_or_bilingual,Turkish
22147,full_professional,English
22147,limited_working,French
22147,limited_working,Bulgarian
22148,professional_working,English
22148,elementary,German
22151,professional_working,English
22153,native_or_bilingual,Turkish
22153,full_professional,English
22154,native_or_bilingual,Turkish
22154,professional_working,English
22155,professional_working,English
22156,native_or_bilingual,Turkish
22156,professional_working,English
22158,full_professional,English
22159,native_or_bilingual,Turkish
22159,professional_working,English
22161,professional_working,English
22162,native_or_bilingual,Turkish
22162,full_professional,English
22169,professional_working,English
22170,,Turkish
22170,,English
22172,native_or_bilingual,Turkish
22172,professional_working,English
22174,native_or_bilingual,Turkish
22174,professional_working,English
22175,professional_working,English
22175,native_or_bilingual,Turkish
22179,native_or_bilingual,Turkish
22179,full_professional,English
22179,limited_working,French
22179,elementary,German
22180,native_or_bilingual,Turkish
22180,full_professional,English
22180,elementary,German
22180,elementary,Spanish
22181,native_or_bilingual,Turkish
22181,professional_working,English
22182,professional_working,English
22182,elementary,German
22183,,English
22186,,Turkish
22186,,English
22189,professional_working,English
22192,full_professional,English
22192,elementary,German
22194,professional_working,English
22195,native_or_bilingual,Turkish
22195,professional_working,English
22197,professional_working,English
22199,professional_working,German
22199,professional_working,English
22199,native_or_bilingual,Turkish
22202,professional_working,English
22202,native_or_bilingual,Turkish
22202,elementary,German
22203,professional_working,English
22203,elementary,German
22207,,English
22208,,English
22210,native_or_bilingual,Turkish
22210,limited_working,English
22211,professional_working,English
22211,elementary,Italian
22213,full_professional,English
22213,native_or_bilingual,Turkish
22214,,English
22215,,English
22216,full_professional,English
22217,professional_working,English
22218,,Turkish
22218,,English
22219,full_professional,English
22219,limited_working,German
22219,native_or_bilingual,Turkish
22220,professional_working,English
22220,limited_working,Bulgarian
22221,,English
22222,native_or_bilingual,Turkish
22222,limited_working,English
22227,,English
22231,professional_working,English
22232,professional_working,English
22232,native_or_bilingual,Turkish
22232,elementary,German
22233,,Turkish
22233,,English
22234,limited_working,Spanish
22234,full_professional,English
22234,limited_working,Italian
22236,professional_working,English
22236,native_or_bilingual,Turkish
22237,,Russian
22237,,English
22241,native_or_bilingual,Turkish
22241,professional_working,English
22241,limited_working,German
22242,professional_working,English
22242,native_or_bilingual,Turkish
22246,,English
22248,native_or_bilingual,Turkish
22248,full_professional,English
22250,full_professional,Turkish
22250,professional_working,English
22250,limited_working,German
22251,professional_working,English
22255,native_or_bilingual,Turkish
22255,limited_working,English
22256,professional_working,English
22256,limited_working,Spanish
22260,professional_working,English
22260,native_or_bilingual,Turkish
22260,limited_working,German
22260,native_or_bilingual,Azerbaijani
22262,,Turkish
22262,,English
22267,native_or_bilingual,Turkish
22267,limited_working,English
22268,native_or_bilingual,Turkish
22268,professional_working,English
22268,elementary,French
22269,full_professional,English
22269,elementary,Russian
22269,limited_working,German
22270,native_or_bilingual,Turkish
22270,limited_working,English
22271,professional_working,English
22271,limited_working,German
22276,native_or_bilingual,Turkish
22276,professional_working,English
22278,native_or_bilingual,Turkish
22278,professional_working,English
22283,,English
22284,,Italian
22284,,German
22287,limited_working,English
22288,professional_working,English
22290,,English
22291,,English
22293,native_or_bilingual,Turkish
22293,professional_working,English
22293,limited_working,German
22300,,English
22300,native_or_bilingual,Turkish
22301,,English
22302,native_or_bilingual,Turkish
22302,limited_working,English
22303,native_or_bilingual,Turkish
22303,professional_working,English
22303,elementary,Arabic
22305,limited_working,English
22305,elementary,German
22307,native_or_bilingual,Turkish
22307,professional_working,English
22308,limited_working,English
22308,native_or_bilingual,Turkish
22309,professional_working,English
22309,elementary,German
22311,native_or_bilingual,Turkish
22311,limited_working,English
22312,native_or_bilingual,Turkish
22312,elementary,Arabic
22312,elementary,German
22312,limited_working,English
22314,native_or_bilingual,Turkish
22314,professional_working,English
22324,limited_working,English
22326,native_or_bilingual,Other
22327,professional_working,English
22327,elementary,German
22329,professional_working,English
22329,native_or_bilingual,Other
22329,limited_working,Turkish
22336,professional_working,English
22339,,English
22340,professional_working,English
22341,professional_working,English
22341,native_or_bilingual,Other
22341,limited_working,Turkish
22343,professional_working,English
22346,,English
22349,native_or_bilingual,Turkish
22349,limited_working,English
22349,limited_working,Other
22349,elementary,Russian
22352,limited_working,English
22352,elementary,French
22352,native_or_bilingual,Turkish
22355,professional_working,English
22356,,English
22357,,English
22363,professional_working,English
22364,full_professional,English
22364,elementary,German
22366,native_or_bilingual,Turkish
22366,limited_working,English
22367,native_or_bilingual,Turkish
22367,limited_working,English
22367,elementary,Russian
22367,full_professional,Azerbaijani
22369,limited_working,English
22369,native_or_bilingual,Turkish
22371,,Arabic
22371,professional_working,English
22371,elementary,German
22372,native_or_bilingual,Turkish
22372,full_professional,English
22372,limited_working,Arabic
22372,elementary,German
22376,native_or_bilingual,Turkish
22376,professional_working,English
22376,elementary,Chinese
22379,native_or_bilingual,Turkish
22379,limited_working,English
22381,professional_working,English
22381,native_or_bilingual,Turkish
22382,full_professional,English
22382,native_or_bilingual,Turkish
22382,limited_working,German
22382,elementary,Japanese
22382,elementary,Other
22382,limited_working,Russian
22382,elementary,Arabic
22383,professional_working,English
22383,limited_working,German
22383,native_or_bilingual,Turkish
22388,professional_working,English
22390,limited_working,English
22390,elementary,French
22390,native_or_bilingual,Turkish
22393,professional_working,English
22393,native_or_bilingual,Turkish
22395,native_or_bilingual,Turkish
22395,professional_working,English
22396,native_or_bilingual,Turkish
22396,full_professional,English
22396,limited_working,Arabic
22396,elementary,German
22400,professional_working,English
22402,full_professional,English
22403,,Arabic
22403,professional_working,English
22403,elementary,German
22405,native_or_bilingual,Turkish
22405,professional_working,English
22405,elementary,Spanish
22407,,English
22408,limited_working,English
22408,native_or_bilingual,Turkish
22409,,English
22415,professional_working,English
22415,limited_working,German
22415,native_or_bilingual,Turkish
22417,professional_working,English
22418,native_or_bilingual,Turkish
22418,elementary,Arabic
22418,elementary,German
22418,limited_working,English
22419,native_or_bilingual,Turkish
22419,professional_working,English
22422,limited_working,English
22423,native_or_bilingual,Turkish
22423,professional_working,English
22424,professional_working,English
22428,native_or_bilingual,Turkish
22428,professional_working,English
22433,professional_working,English
22434,professional_working,English
22434,limited_working,German
22434,native_or_bilingual,Turkish
22437,full_professional,English
22439,full_professional,English
22439,elementary,German
22439,native_or_bilingual,Turkish
22441,professional_working,English
22441,elementary,Korean
22441,native_or_bilingual,Turkish
22442,full_professional,English
22442,native_or_bilingual,Turkish
22443,limited_working,English
22447,professional_working,English
22448,professional_working,English
22450,native_or_bilingual,Turkish
22450,professional_working,English
22452,native_or_bilingual,Turkish
22452,professional_working,English
22453,full_professional,English
22453,elementary,German
22453,native_or_bilingual,Turkish
22455,,English
22458,professional_working,English
22459,native_or_bilingual,Turkish
22459,limited_working,English
22460,professional_working,English
22462,professional_working,English
22462,elementary,Korean
22462,native_or_bilingual,Turkish
22463,full_professional,English
22464,professional_working,English
22464,native_or_bilingual,Turkish
22466,elementary,German
22466,limited_working,English
22468,native_or_bilingual,Turkish
22468,professional_working,English
22470,professional_working,English
22470,elementary,German
22473,full_professional,English
22473,native_or_bilingual,Turkish
22474,limited_working,English
22475,full_professional,English
22476,native_or_bilingual,Turkish
22476,professional_working,English
22476,full_professional,German
22477,professional_working,English
22478,professional_working,English
22479,limited_working,English
22484,native_or_bilingual,Turkish
22484,limited_working,English
22487,limited_working,English
22488,professional_working,English
22494,native_or_bilingual,Turkish
22494,professional_working,English
22496,professional_working,English
22500,professional_working,Other
22500,native_or_bilingual,Turkish
22500,professional_working,German
22505,full_professional,English
22505,native_or_bilingual,Turkish
22506,professional_working,English
22509,full_professional,English
22509,native_or_bilingual,Turkish
22509,limited_working,German
22509,elementary,Japanese
22509,elementary,Other
22509,limited_working,Russian
22509,elementary,Arabic
22510,professional_working,English
22513,native_or_bilingual,Arabic
22513,professional_working,English
22517,professional_working,English
22517,limited_working,German
22522,native_or_bilingual,Turkish
22522,professional_working,English
22523,native_or_bilingual,Arabic
22523,professional_working,English
22524,professional_working,English
22524,native_or_bilingual,Turkish
22524,elementary,German
22525,,Turkish
22525,,English
22527,native_or_bilingual,Turkish
22527,professional_working,English
22530,professional_working,English
22531,native_or_bilingual,Turkish
22531,full_professional,English
22532,native_or_bilingual,Turkish
22532,professional_working,English
22542,,English
22542,,Turkish
22544,,Turkish
22544,,English
22547,professional_working,English
22556,native_or_bilingual,Turkish
22556,limited_working,English
22557,,Turkish
22558,native_or_bilingual,Other
22558,limited_working,Other
22558,full_professional,Other
22558,full_professional,Other
22558,full_professional,Other
22562,professional_working,English
22563,,Turkish
22563,,English
22566,professional_working,English
22571,professional_working,English
22576,native_or_bilingual,Other
22576,full_professional,English
22576,professional_working,Arabic
22576,full_professional,Turkish
22577,professional_working,English
22577,limited_working,German
22579,professional_working,English
22584,,Turkish
22588,limited_working,English
22588,native_or_bilingual,Turkish
22589,,English
22594,native_or_bilingual,Turkish
22594,professional_working,English
22595,professional_working,English
22599,native_or_bilingual,Turkish
22599,professional_working,English
22600,professional_working,English
22601,native_or_bilingual,Turkish
22601,professional_working,English
22606,native_or_bilingual,Turkish
22606,professional_working,English
22607,professional_working,English
22608,professional_working,English
22610,native_or_bilingual,Turkish
22610,full_professional,English
22611,professional_working,English
22611,limited_working,German
22617,full_professional,English
22617,elementary,Spanish
22619,native_or_bilingual,Turkish
22619,professional_working,English
22620,professional_working,English
22620,native_or_bilingual,Turkish
22621,professional_working,English
22621,native_or_bilingual,Turkish
22624,,English
22624,,Arabic
22624,,Turkish
22625,professional_working,English
22625,native_or_bilingual,Arabic
22625,professional_working,Turkish
22627,professional_working,English
22627,limited_working,German
22627,native_or_bilingual,Turkish
22633,professional_working,English
22633,full_professional,Turkish
