user_id,company_count,working_time
13030,3,0.666666667
13031,2,0.5
13032,2,0.5
13033,2,1
13034,1,1
13037,2,1
13038,2,1
13039,1,1
13040,2,2
13041,1,1
13042,4,0.75
13043,2,0.5
13044,4,1
13045,2,0.5
13046,2,6
13047,1,1
13048,2,0.5
13049,4,0.5
13050,1,1
13051,5,1
13052,2,6
13053,4,0.5
13054,3,2
13055,5,1.8
13056,2,0.5
13057,2,3
13058,1,1
13059,3,0.333333333
13061,6,1
13062,3,1.666666667
13063,3,0.666666667
13064,2,0.5
13067,1,1
13068,4,1
13069,2,0.5
13070,1,6
13071,1,1
13072,3,0.333333333
13073,4,0.75
13074,1,1
13077,3,0.666666667
13079,3,1
13080,4,1.25
13081,3,8.333333333
13084,7,0.571428571
13085,5,1.2
13086,2,0.5
13087,3,0.666666667
13088,2,1
13089,3,1.333333333
13090,2,1.5
13091,3,3
13092,1,1
13093,1,1
13095,8,1.5
13096,2,0.5
13097,2,2
13098,1,3
13100,3,1
13101,1,1
13102,5,1
13103,2,1
13104,4,0.5
13105,4,1.25
13106,2,0.5
13107,1,1
13108,1,1
13109,1,1
13110,2,2
13111,3,1.666666667
13112,2,2
13113,1,1
13117,4,0.5
13118,2,1
13119,1,1
13120,1,1
13121,1,1
13122,3,1.333333333
13123,3,1
13124,3,1.333333333
13125,3,1
13126,3,0.333333333
13127,1,1
13128,2,2
13129,5,1
13130,2,0.5
13131,3,1
13132,4,1
13133,5,0.4
13134,3,3.666666667
13135,4,1
13136,2,9
13137,2,2.5
13138,2,0.5
13140,2,0.5
13141,2,0.5
13142,2,0.5
13143,2,3
13144,2,3
13146,1,1
13147,1,1
13150,2,1
13151,1,1
13153,3,0.666666667
13154,1,1
13155,2,0.5
13156,3,1.666666667
13157,3,0.333333333
13159,1,1
13160,2,2
13161,1,1
13163,1,1
13164,2,0.5
13166,4,1
13167,19,0.526315789
13168,3,0.333333333
13169,2,0.5
13173,3,1
13174,3,2.666666667
13175,2,5
13176,3,2.333333333
13177,4,1.5
13178,4,3.75
13179,2,1
13180,4,0.75
13181,2,0.5
13182,5,0.6
13183,2,3
13184,4,4.75
13185,3,1.333333333
13186,2,5
13187,3,1.333333333
13188,2,2.5
13189,6,2.5
13190,2,2
13191,3,4.333333333
13192,3,1
13193,1,8
13194,2,0.5
13195,2,4
13196,5,1.4
13197,5,0.8
13198,4,2.25
13199,4,1.5
13200,2,3.5
13201,2,7
13202,2,2.5
13203,2,5
13204,5,1
13205,4,0.75
13206,3,1
13207,1,1
13208,3,3
13209,3,5.333333333
13210,2,0.5
13211,2,5.5
13212,1,9
13213,3,1.666666667
13214,5,3.2
13215,2,2.5
13216,2,4
13218,3,2
13219,3,1.666666667
13220,6,1
13221,3,1.333333333
13222,4,2.25
13223,4,1.5
13224,2,2
13225,1,4
13226,3,1.333333333
13227,1,1
13228,7,1.571428571
13229,4,1.25
13230,3,2
13231,4,1
13232,2,1
13233,1,1
13235,2,1
13236,1,1
13238,3,1.333333333
13239,3,0.666666667
13240,2,0.5
13241,3,1.333333333
13242,4,1.75
13244,3,1
13245,3,1
13246,12,1.083333333
13248,1,7
13249,3,1.333333333
13250,4,3
13251,1,1
13252,2,5.5
13253,1,1
13254,5,3.2
13255,2,4.5
13256,3,2
13257,2,4
13258,6,2.5
13259,2,5.5
13260,3,1.333333333
13262,3,3.333333333
13263,2,0.5
13264,1,12
13265,5,1.4
13266,4,3
13267,1,1
13268,4,0.75
13269,2,2
13270,4,1.5
13271,2,4
13272,3,1.333333333
13273,3,0.666666667
13274,3,4.333333333
13275,2,1
13276,3,1
13278,3,1.666666667
13279,3,1.333333333
13280,1,1
13281,3,1.666666667
13282,3,1
13283,1,1
13284,2,1
13285,6,0.5
13286,4,2
13287,3,0.666666667
13288,5,1
13289,4,0.75
13290,4,1.5
13291,4,0.75
13292,3,0.333333333
13293,2,1
13294,2,0.5
13295,4,1
13296,4,0.75
13297,3,0.333333333
13298,3,1.333333333
13299,3,0.333333333
13300,2,1
13301,5,2
13302,4,0.5
13303,3,1
13304,3,1.333333333
13305,6,1
13306,4,0.5
13307,4,2
13308,2,1.5
13309,3,0.333333333
13310,3,3.333333333
13311,1,1
13312,1,1
13313,4,0.75
13315,2,0.5
13316,2,2
13317,5,1.2
13319,3,3.666666667
13322,4,0.75
13323,1,1
13324,2,1
13326,3,1.333333333
13327,1,1
13328,1,1
13330,2,3
13331,6,0.333333333
13332,4,1
13333,3,2.333333333
13334,2,0.5
13335,7,0.714285714
13336,1,12
13337,2,6.5
13338,2,2
13339,1,10
13340,1,8
13341,2,3.5
13342,3,1.666666667
13343,2,1
13344,2,5
13345,1,9
13346,3,0.666666667
13347,2,0.5
13348,3,2
13349,1,1
13350,2,0.5
13351,2,0.5
13352,4,2.5
13353,3,0.666666667
13354,6,1
13355,9,0.666666667
13356,4,2
13357,2,3.5
13358,2,5.5
13359,2,3.5
13360,5,1.2
13362,1,5
13363,1,6
13364,1,1
13365,2,3
13366,4,2.75
13367,3,3.666666667
13368,2,5.5
13369,5,2
13370,4,2
13371,1,1
13373,2,7.5
13374,4,2
13375,1,5
13376,3,2
13377,2,3.5
13378,2,1
13380,2,6
13381,2,0.5
13383,1,5
13384,2,3.5
13385,1,1
13386,2,4
13388,2,0.5
13390,3,1.666666667
13391,1,1
13392,3,1.333333333
13393,1,3
13394,2,2
13395,2,3
13396,2,0.5
13397,2,0.5
13398,2,1
13399,2,1
13401,2,1
13402,2,0.5
13403,4,1.25
13404,6,1
13405,4,0.5
13406,5,1
13407,2,2.5
13408,5,0.8
13409,1,3
13410,1,1
13411,3,0.666666667
13412,1,1
13413,5,1.4
13414,4,1.5
13415,3,0.666666667
13416,2,4
13417,2,3
13418,1,3
13419,2,1
13420,2,0.5
13421,4,0.75
13422,2,0.5
13423,1,6
13424,2,0.5
13425,3,0.666666667
13426,1,4
13427,4,0.5
13428,2,6.5
13429,2,3.5
13430,2,0.5
13431,4,0.75
13432,3,1
13433,2,2
13434,3,0.666666667
13435,4,0.75
13436,5,0.6
13437,1,1
13438,3,0.333333333
13440,1,1
13441,3,1
13442,2,1
13443,4,0.5
13444,3,0.333333333
13445,2,0.5
13447,4,1.75
13448,3,1
13449,1,5
13450,2,1.5
13451,1,1
13452,3,0.333333333
13453,4,2.5
13454,3,0.333333333
13455,1,1
13456,3,0.333333333
13457,2,2
13458,1,1
13459,1,1
13460,4,1.5
13461,2,0.5
13462,5,1.2
13463,4,0.75
13464,2,6
13468,2,0.5
13469,5,0.8
13471,2,1.5
13472,3,1
13473,3,0.333333333
13474,2,1.5
13475,1,1
13477,1,1
13478,3,0.333333333
13479,2,1
13480,1,1
13481,3,0.666666667
13482,2,5
13483,4,2
13484,2,4
13485,6,1.166666667
13487,1,1
13488,1,1
13490,5,1
13491,4,1.5
13493,1,1
13494,1,1
13495,1,1
13497,5,0.8
13498,5,0.8
13499,1,4
13500,1,10
13501,1,1
13502,9,1.888888889
13503,3,1
13506,1,2
13508,1,1
13509,5,1.2
13510,2,1.5
13511,3,2
13513,2,3.5
13514,5,3.2
13515,3,2
13516,2,3
13517,2,1.5
13518,9,1.888888889
13519,3,4.666666667
13520,2,4.5
13521,4,0.5
13522,2,3
13523,6,2.5
13524,2,3.5
13525,2,1
13526,2,0.5
13527,3,3
13528,4,1
13529,2,4
13530,4,2
13531,2,2.5
13532,4,0.5
13534,4,1.25
13535,3,1.333333333
13536,3,4.666666667
13537,3,4.666666667
13538,1,3
13539,1,4
13540,1,4
13541,4,1.25
13542,1,3
13543,1,1
13544,1,6
13545,2,2
13546,3,3
13547,2,3
13548,2,2.5
13549,5,0.6
13550,3,1.666666667
13551,2,1.5
13552,5,1.2
13553,1,1
13554,1,1
13555,3,1
13556,2,2
13557,3,3.666666667
13558,4,1.25
13560,2,3.5
13561,5,2.2
13562,2,1.5
13563,1,2
13564,5,1
13565,2,0.5
13566,5,2
13567,1,1
13568,1,10
13569,1,1
13570,1,10
13571,1,1
13572,3,1.666666667
13573,4,1.25
13574,6,1
13575,1,1
13576,1,6
13577,2,2
13578,3,1
13579,3,6
13580,1,5
13581,2,5.5
13582,3,3.333333333
13583,2,2
13584,1,7
13585,6,1
13586,1,6
13587,1,6
13588,1,5
13589,4,2
13591,3,3.666666667
13592,5,2
13593,4,1.25
13594,8,1.25
13595,5,1
13596,4,1.25
13597,5,2.2
13598,1,1
13599,3,3
13600,6,1.5
13601,1,1
13602,8,1.25
13604,1,1
13605,2,2
13608,2,1
13609,1,1
13610,5,1.6
13611,1,1
13612,1,1
13614,2,0.5
13615,4,1.75
13617,3,0.333333333
13618,1,1
13619,1,1
13620,1,1
13623,3,0.333333333
13625,5,1.8
13626,5,1
13627,2,1
13629,1,1
13630,1,1
13631,1,1
13632,1,1
13633,1,1
13638,2,0.5
13639,1,1
13640,1,1
13642,1,1
13643,1,1
13644,3,1
13645,3,1
13648,4,1.25
13649,1,1
13650,1,1
13651,1,1
13653,1,1
13654,3,3.666666667
13656,2,1
13657,1,1
13658,3,0.666666667
13661,3,1
13664,4,1
13665,3,2.666666667
13668,1,1
13669,3,0.333333333
13672,2,0.5
13674,1,1
13675,3,2.666666667
13678,4,1.25
13679,3,1.666666667
13680,4,0.75
13681,1,1
13682,1,1
13683,1,1
13685,1,1
13686,8,1.25
13687,1,1
13688,2,2
13689,2,1.5
13690,1,1
13691,4,1.5
13692,4,1.5
13693,2,4.5
13694,4,1.25
13695,4,4.75
13696,1,10
13698,3,2
13699,3,1.666666667
13700,1,1
13701,3,1.666666667
13703,7,0.857142857
13704,4,0.75
13707,2,3
13708,1,1
13709,8,1.25
13710,1,1
13711,1,1
13712,1,1
13714,2,2.5
13715,3,0.666666667
13716,6,0.833333333
13717,4,1.5
13718,1,1
13719,3,6.666666667
13720,3,3
13721,4,0.75
13722,1,1
13723,3,1
13725,2,1
13726,3,1.666666667
13727,3,2.666666667
13728,1,1
13729,1,10
13731,1,1
13732,1,1
13733,7,0.857142857
13734,8,1.25
13735,2,2
13740,1,1
13743,2,0.5
13744,1,1
13745,1,1
13746,2,0.5
13747,4,1.5
13748,4,0.25
13749,5,0.6
13750,4,1.5
13751,2,0.5
13755,5,1.4
13756,2,5.5
13757,2,0.5
13758,2,0.5
13760,1,1
13761,3,2
13763,3,2
13764,3,0.333333333
13765,3,5
13766,1,1
13767,3,2.333333333
13768,3,0.333333333
13769,1,1
13770,3,0.666666667
13773,1,1
13774,2,3
13775,1,1
13776,4,1.75
13777,1,1
13779,2,2.5
13781,2,0.5
13782,3,0.666666667
13783,2,2.5
13785,1,1
13786,3,1.333333333
13788,2,0.5
13789,1,1
13790,1,1
13791,6,1
13792,5,1.6
13793,2,3.5
13795,2,0.5
13796,1,1
13797,1,1
13798,1,1
13799,3,3
13802,4,1.5
13803,1,1
13804,1,1
13805,1,1
13806,2,0.5
13808,1,1
13811,1,1
13812,1,1
13813,4,1
13814,3,2
13815,2,0.5
13816,1,1
13817,5,1.2
13818,1,3
13819,1,1
13820,3,1
13821,3,1
13823,1,1
13824,2,0.5
13825,3,0.666666667
13826,3,1.666666667
13827,1,3
13829,2,0.5
13831,2,1
13832,1,1
13833,2,0.5
13835,6,0.5
13836,2,0.5
13837,4,0.5
13838,1,1
13839,2,1.5
13840,3,0.666666667
13841,2,2.5
13842,5,1
13844,1,1
13846,1,1
13847,1,1
13848,2,0.5
13852,3,2.666666667
13855,3,1
13856,2,0.5
13857,1,1
13858,1,1
13860,2,0.5
13861,3,0.666666667
13862,1,1
13863,3,1.666666667
13864,1,1
13865,6,1.5
13866,1,1
13867,3,0.333333333
13869,2,4
13870,1,1
13871,1,1
13872,1,1
13873,3,1
13874,4,1.75
13875,2,0.5
13876,1,1
13877,1,1
13878,4,3
13879,4,1.25
13880,1,1
13881,2,0.5
13882,2,1.5
13883,2,1.5
13884,1,1
13887,2,1
13888,3,0.333333333
13889,1,1
13890,3,1.333333333
13891,3,1.333333333
13893,1,1
13894,2,2.5
13895,1,1
13896,3,0.333333333
13897,7,1.571428571
13898,2,1
13899,3,0.333333333
13900,3,1.666666667
13901,1,1
13902,4,1
13903,2,2
13904,2,0.5
13905,3,2.333333333
13906,1,1
13908,2,2
13909,1,1
13910,1,1
13911,1,1
13912,6,2.833333333
13913,2,2
13914,2,0.5
13915,3,2.666666667
13916,2,0.5
13917,3,0.666666667
13918,5,0.8
13919,1,1
13920,5,1
13921,2,0.5
13922,1,1
13923,7,2
13924,1,3
13925,2,0.5
13926,2,2.5
13927,1,4
13928,5,1.8
13929,1,1
13930,2,1.5
13931,1,1
13933,2,1.5
13934,4,0.5
13935,1,1
13937,2,0.5
13938,1,1
13939,3,0.333333333
13940,1,1
13944,1,1
13945,3,0.666666667
13946,1,1
13947,1,1
13949,1,1
13950,3,0.666666667
13951,1,1
13952,5,0.8
13953,4,0.75
13954,3,1.333333333
13955,1,1
13956,3,3.333333333
13957,2,1.5
13958,4,1.75
13959,2,1.5
13960,1,1
13961,1,1
13962,5,1
13963,5,1.4
13964,6,1.333333333
13965,2,1
13966,6,0.833333333
13967,4,2.25
13968,1,1
13969,3,1.333333333
13970,4,4.5
13971,5,1.2
13972,5,2.6
13973,2,1
13974,3,4.666666667
13975,2,2
13976,2,0.5
13977,1,1
13978,3,1.333333333
13979,3,2
13980,1,1
13981,1,1
13982,4,3.25
13984,3,1.666666667
13985,3,0.333333333
13986,3,0.666666667
13987,3,2.666666667
13988,4,2
13989,4,1.75
13990,1,1
13991,9,1
13992,5,2.4
13994,3,4
13995,5,2.2
13996,1,3
13997,2,0.5
13998,3,2
13999,2,0.5
14000,2,4
14001,2,3
14002,3,5
14003,2,3
14005,2,0.5
14006,1,1
14007,2,4.5
14008,1,1
14009,2,0.5
14011,1,1
14012,1,1
14013,6,2.833333333
14014,3,2
14016,1,1
14017,1,1
14018,4,0.25
14019,4,3
14020,2,1
14021,3,1.333333333
14022,3,1.333333333
14023,3,5.333333333
14024,3,1.666666667
14025,1,1
14026,1,1
14027,2,0.5
14028,2,3.5
14029,1,1
14030,3,1
14031,3,2
14032,4,0.75
14033,2,4
14034,3,1.666666667
14035,1,1
14036,1,1
14038,3,2
14039,3,4
14040,2,4
14041,1,1
14042,1,1
14045,3,1
14046,7,1
14048,3,0.333333333
14049,1,1
14050,3,2.666666667
14051,2,4
14052,1,1
14054,2,0.5
14055,4,2.25
14056,2,2
14057,1,1
14058,2,0.5
14059,2,0.5
14060,1,1
14061,3,1.333333333
14062,3,1
14063,1,1
14064,1,1
14065,1,1
14066,2,1.5
14067,7,0.857142857
14068,4,1
14069,1,1
14070,3,0.333333333
14071,3,0.666666667
14072,2,1
14073,3,0.333333333
14074,2,1.5
14075,2,1
14077,5,0.8
14078,3,0.666666667
14079,5,0.8
14080,1,1
14081,1,1
14082,3,0.333333333
14083,2,3
14086,2,0.5
14087,6,0.833333333
14088,3,0.666666667
14089,1,1
14090,3,0.333333333
14091,4,1.25
14092,5,1
14093,2,0.5
14094,3,4
14095,6,1.166666667
14096,1,1
14098,3,1.333333333
14099,1,1
14100,2,0.5
14102,3,0.666666667
14105,2,0.5
14107,2,0.5
14111,4,1.25
14113,3,1
14114,1,1
14116,4,4
14117,1,1
14118,1,1
14119,3,0.333333333
14120,4,0.75
14121,1,7
14122,4,0.75
14123,1,1
14124,3,2
14125,3,2
14126,1,1
14127,2,0.5
14128,4,0.5
14129,3,1
14130,6,1
14131,4,1
14132,1,1
14133,3,1
14134,1,1
14135,2,1
14136,4,1.25
14137,3,1.666666667
14138,4,1
14140,3,2
14141,2,1.5
14142,2,0.5
14143,2,4.5
14144,2,0.5
14145,4,0.5
14146,1,1
14147,3,0.333333333
14148,4,1
14149,3,2.666666667
14150,2,0.5
14151,3,1.666666667
14152,3,0.666666667
14153,3,1.666666667
14154,1,1
14155,2,3
14156,2,1
14157,2,2.5
14158,2,0.5
14159,2,0.5
14160,1,1
14161,6,1.666666667
14162,9,0.333333333
14163,3,0.666666667
14164,2,1.5
14165,3,0.333333333
14168,3,1.333333333
14169,1,1
14170,2,2
14171,5,0.6
14172,1,1
14173,3,1
14175,1,1
14176,4,1.75
14177,3,1
14178,8,1.625
14180,1,1
14181,3,1
14182,3,2
14183,2,4
14184,4,4
14185,2,0.5
14186,1,1
14187,4,1.25
14188,3,0.666666667
14189,1,1
14190,3,1
14191,2,0.5
14192,1,1
14193,4,2
14196,4,1.25
14197,1,1
14198,3,1.333333333
14199,2,1.5
14200,2,1.5
14201,2,1.5
14202,1,1
14203,1,1
14204,3,0.333333333
14206,5,0.8
14207,4,1.5
14208,1,1
14209,2,0.5
14211,2,1.5
14214,1,1
14215,2,1
14217,5,0.8
14218,3,2
14220,5,1.4
14221,3,3.333333333
14222,7,1.142857143
14223,1,1
14224,4,2.5
14225,4,0.25
14226,6,2
14228,8,1.25
14229,1,1
14230,1,1
14231,6,1.666666667
14232,4,1.5
14233,4,0.75
14234,1,1
14236,3,1.666666667
14237,4,2
14238,3,1.333333333
14239,4,3.5
14240,4,3
14241,1,1
14242,6,0.833333333
14243,2,1
14244,3,1.333333333
14245,5,1
14246,1,1
14247,4,1.25
14248,3,1
14249,3,1.333333333
14250,3,0.666666667
14251,3,1.666666667
14252,4,1.75
14254,2,2.5
14255,6,1
14256,1,1
14257,5,1.4
14258,2,3
14259,5,1
14260,3,2
14261,5,0.6
14262,2,3.5
14263,1,12
14264,3,2.333333333
14265,5,1.6
14266,7,2.285714286
14267,5,2.4
14268,2,4
14269,1,1
14270,3,4.333333333
14271,3,2.333333333
14272,7,1
14273,2,3.5
14274,3,2.666666667
14275,1,1
14276,1,1
14277,3,2
14278,1,1
14279,4,1.25
14280,7,2.142857143
14281,4,0.75
14282,3,0.666666667
14283,3,1
14284,5,0.8
14285,1,1
14286,3,4.333333333
14287,4,1.25
14288,6,2.666666667
14289,4,1.25
14290,2,5.5
14291,7,1
14292,7,1.571428571
14293,2,1.5
14294,1,1
14295,8,1.25
14296,5,0.8
14297,1,1
14298,4,2.5
14299,2,1
14300,3,4
14301,3,3.333333333
14302,3,0.666666667
14306,1,1
14307,1,1
14309,6,1
14310,7,1.142857143
14311,4,1.25
14312,1,1
14313,4,3.5
14314,2,3
14315,3,2
14316,2,3.5
14317,1,1
14318,2,0.5
14319,3,2
14320,3,3
14322,7,1
14323,2,4
14324,8,1.25
14325,3,4
14326,3,1.666666667
14327,6,2
14329,3,2.666666667
14330,2,4
14332,4,1.75
14333,1,1
14334,2,1.5
14335,2,0.5
14336,4,0.25
14337,2,2.5
14338,2,0.5
14339,2,1
14340,2,1
14341,3,1
14342,3,1.666666667
14343,1,1
14344,4,3.75
14345,4,1.5
14347,2,1
14348,5,1.2
14349,2,0.5
14350,1,1
14351,3,0.666666667
14352,5,2.4
14353,4,0.5
14354,1,1
14355,1,1
14356,2,1
14357,2,4
14358,3,0.333333333
14359,3,1
14360,1,1
14362,2,2.5
14363,2,1.5
14365,5,1
14366,2,1
14367,4,1.5
14368,5,0.4
14369,2,0.5
14370,3,2
14371,3,2
14372,1,1
14373,4,0.75
14374,1,1
14375,2,2
14376,3,0.666666667
14377,4,0.75
14378,1,1
14379,3,3.333333333
14380,1,1
14382,2,3
14383,4,1
14384,3,0.333333333
14386,2,2
14387,5,1.2
14388,1,1
14389,2,0.5
14390,2,0.5
14391,3,0.666666667
14392,2,0.5
14393,2,0.5
14394,2,2.5
14395,3,0.666666667
14396,2,0.5
14397,3,1.666666667
14398,5,1
14399,1,1
14401,3,1.666666667
14403,3,2.666666667
14404,7,1.142857143
14405,4,1
14406,5,0.2
14409,2,1.5
14410,2,0.5
14411,5,1.2
14412,3,0.666666667
14414,3,1.333333333
14415,3,0.666666667
14416,3,1.666666667
14417,1,1
14420,2,3
14421,2,0.5
14422,2,2
14424,2,1.5
14425,2,3.5
14426,1,1
14427,4,2
14428,3,3
14429,5,1.2
14430,2,1.5
14431,1,1
14432,8,1
14433,3,0.666666667
14434,1,1
14435,4,2.25
14436,2,0.5
14437,2,3.5
14438,1,9
14439,1,1
14440,3,2.666666667
14441,4,2.5
14442,2,1
14443,1,1
14444,7,1
14445,5,0.8
14446,1,1
14447,5,2.8
14448,2,1.5
14449,4,3.5
14450,8,2.5
14451,4,1
14452,5,1.4
14453,3,2.333333333
14455,3,2
14456,2,1
14457,4,1.25
14458,1,1
14459,5,1.4
14460,4,1.75
14461,3,1.666666667
14462,2,1
14463,6,1.666666667
14464,1,1
14465,4,1.75
14466,2,1
14467,6,0.666666667
14468,6,2.5
14469,3,1.666666667
14470,5,1.6
14471,5,1.8
14472,5,1.2
14473,2,2
14474,1,1
14475,2,1
14476,2,2
14477,2,1
14478,3,1
14479,5,1.4
14480,4,2.25
14481,1,1
14482,2,9.5
14483,5,1.2
14484,3,0.666666667
14485,2,2.5
14486,3,3.666666667
14487,3,0.666666667
14488,6,3
14489,7,0.857142857
14490,2,1.5
14491,2,0.5
14492,1,1
14493,1,1
14494,3,2
14495,4,0.75
14496,2,1
14497,5,1.2
14498,1,1
14499,4,1
14500,4,2.25
14501,2,0.5
14502,3,2
14503,1,1
14504,9,2.333333333
14505,4,3.5
14506,4,1
14507,1,1
14508,7,0.857142857
14509,4,1.75
14511,1,1
14512,1,1
14513,5,1.2
14514,7,0.857142857
14515,1,1
14516,2,3.5
14517,3,1
14518,2,0.5
14520,1,1
14521,4,1.25
14522,2,2.5
14523,2,1
14524,1,1
14525,3,1.333333333
14526,1,1
14527,2,1
14529,4,2
14531,3,1
14532,3,2
14533,3,2.666666667
14534,1,1
14535,2,1
14536,1,1
14537,3,4.333333333
14538,1,1
14539,1,1
14540,1,1
14541,3,0.333333333
14542,1,1
14543,4,0.5
14544,2,2.5
14546,1,1
14547,3,2.333333333
14548,2,0.5
14550,2,1
14551,6,1.166666667
14552,5,1.4
14553,1,1
14554,2,0.5
14555,4,1.5
14556,1,1
14557,1,1
14558,3,0.666666667
14559,1,1
14560,6,1
14561,4,0.75
14563,1,1
14564,4,0.5
14565,3,1
14566,3,0.333333333
14568,2,1.5
14570,7,1.428571429
14571,1,1
14572,3,1.666666667
14573,2,0.5
14574,1,1
14575,3,2.333333333
14576,2,3
14577,5,0.8
14579,4,0.5
14580,3,1
14581,2,0.5
14582,2,1
14583,1,1
14584,2,2
14585,3,1
14586,4,0.5
14587,5,1
14588,4,1.25
14589,4,0.75
14590,4,3
14591,1,1
14592,3,2
14594,6,2.833333333
14595,2,4.5
14596,5,0.8
14597,1,1
14598,3,2.666666667
14599,3,1.333333333
14600,4,1.25
14601,1,1
14602,2,1
14603,4,1
14604,1,1
14605,5,1
14606,5,1.4
14607,6,3.5
14608,3,2.666666667
14609,3,1.666666667
14610,4,0.75
14611,4,1
14612,1,7
14613,1,1
14614,3,2.666666667
14615,4,3.5
14616,4,1.5
14617,7,1
14618,3,1.666666667
14619,8,1.25
14620,1,1
14621,3,2.333333333
14622,3,2
14623,3,1.333333333
14624,2,1.5
14625,1,1
14626,2,3.5
14627,2,5.5
14628,8,1.5
14629,3,2
14630,3,1.666666667
14631,4,1.5
14632,6,1.166666667
14633,2,2.5
14634,3,3.666666667
14636,3,2.333333333
14637,1,1
14638,2,0.5
14639,6,2.833333333
14640,3,1
14641,1,1
14642,2,1.5
14644,5,1.8
14645,2,6
14646,3,3.666666667
14647,3,2.333333333
14648,3,3.666666667
14649,3,2
14651,3,3.666666667
14652,7,1
14653,6,1.5
14656,4,1
14657,1,5
14658,4,0.75
14659,1,2
14661,5,1.4
14662,5,0.8
14663,2,2.5
14664,3,1
14665,1,1
14666,2,4.5
14668,1,1
14669,3,1.666666667
14670,1,1
14671,2,3
14672,3,0.666666667
14673,6,0.666666667
14674,4,1.25
14675,5,1.8
14677,1,1
14678,2,2
14679,1,1
14680,2,1
14681,3,1.333333333
14682,1,14
14683,3,0.666666667
14684,2,1.5
14685,2,1.5
14686,2,2
14687,2,1
14688,2,3
14689,3,1.666666667
14690,1,1
14691,4,1
14692,1,1
14693,3,0.333333333
14694,2,0.5
14696,6,0.666666667
14697,3,0.666666667
14698,1,2
14699,1,1
14700,1,1
14701,1,1
14702,1,1
14703,2,0.5
14704,2,1.5
14705,2,2.5
14706,3,1.666666667
14707,2,0.5
14708,2,0.5
14709,3,1.666666667
14710,2,0.5
14711,3,0.666666667
14712,1,1
14713,2,0.5
14715,2,2.5
14716,3,1.333333333
14718,3,1.666666667
14719,3,2
14720,6,1
14721,4,1
14722,4,0.75
14724,1,1
14727,2,2.5
14728,1,1
14729,4,1
14730,1,1
14731,3,0.333333333
14732,3,0.666666667
14733,4,2.5
14734,5,1
14735,2,0.5
14736,1,1
14737,3,0.666666667
14738,7,0.857142857
14740,2,0.5
14741,4,0.75
14743,1,1
14744,1,1
14746,3,2
14747,2,2.5
14748,2,2
14749,3,0.333333333
14750,2,1.5
14751,1,1
14752,4,0.75
14753,2,1
14755,3,2.333333333
14757,1,1
14758,2,2
14759,4,0.75
14760,5,0.6
14761,3,0.666666667
14762,3,2
14763,1,1
14764,5,1.4
14765,2,2
14766,4,1.5
14768,2,0.5
14770,3,0.666666667
14771,4,2
14772,5,0.2
14773,4,1.5
14775,7,1
14776,1,1
14777,3,2.333333333
14779,6,1.5
14780,3,1.333333333
14781,2,3.5
14782,3,2
14783,7,0.571428571
14784,1,1
14785,2,0.5
14786,3,3
14787,4,0.5
14788,2,1
14789,2,1
14790,4,0.75
14791,3,1
14793,3,0.666666667
14794,1,1
14797,1,1
14799,5,2.2
14800,5,0.8
14801,3,1.666666667
14802,3,6
14803,6,1
14804,2,3
14805,1,1
14806,3,3.333333333
14808,4,1
14809,2,1.5
14810,1,1
14811,1,1
14812,1,1
14813,2,1
14816,1,1
14817,1,1
14818,1,1
14819,3,1
14820,3,1.666666667
14821,5,1.4
14822,2,2
14823,1,5
14824,3,0.333333333
14825,5,1.8
14827,6,1
14828,3,2.666666667
14829,4,4
14830,2,9
14831,4,2.25
14832,5,0.6
14833,2,2
14834,6,0.666666667
14835,2,4.5
14836,3,2.333333333
14837,3,0.666666667
14838,2,2.5
14839,5,1.6
14840,4,1.75
14841,2,0.5
14842,3,2
14843,4,1.5
14844,1,1
14845,4,1
14846,3,1.333333333
14847,1,7
14848,1,5
14849,1,3
14850,5,1.2
14851,6,1.333333333
14852,2,1.5
14853,3,2
14854,2,4
14855,1,1
14856,2,3
14857,3,1
14858,1,5
14859,4,2.5
14860,4,1.75
14861,3,4
14862,1,1
14863,4,1.25
14864,3,1.333333333
14865,4,2
14866,4,1
14867,3,2.333333333
14868,2,9.5
14869,1,6
14870,2,1
14871,3,1
14872,5,1
14873,1,5
14874,2,0.5
14875,4,1
14876,4,0.75
14877,3,0.666666667
14878,6,1.666666667
14879,2,2.5
14880,5,1.6
14881,3,4.666666667
14882,5,1.4
14883,2,4
14884,3,3.333333333
14885,1,1
14886,3,2.333333333
14887,4,1.5
14888,2,3
14889,4,0.75
14890,6,2.5
14891,2,2.5
14892,3,1.666666667
14894,2,4.5
14895,3,2.666666667
14897,2,1
14898,3,2
14899,3,3.333333333
14900,6,2.5
14901,3,0.666666667
14902,6,2.5
14903,3,1.666666667
14904,2,0.5
14905,4,2.25
14906,3,3
14907,6,0.833333333
14908,6,1
14909,3,1
14910,3,4.333333333
14911,2,3
14912,3,0.666666667
14913,6,1.833333333
14914,4,1.25
14915,2,0.5
14916,2,0.5
14917,1,1
14918,1,1
14919,8,2.375
14920,4,1.25
14921,1,1
14922,5,1.2
14923,2,1
14924,2,1
14926,1,1
14928,2,0.5
14929,2,2.5
14930,3,2.666666667
14931,4,3.25
14932,2,0.5
14933,5,2.4
14934,1,1
14935,1,1
14936,4,2.25
14937,1,1
14938,3,2.666666667
14939,2,3.5
14940,1,1
14941,5,0.8
14943,3,1.666666667
14944,4,3.5
14945,7,0.857142857
